river_id,slug,local_name,qaulified_name,station_id,order
2040,syd-brook,Syd Brook,Syd Brook,,
1904,sydling-water,Sydling Water,Sydling Water,3273,1
1905,tadburn-lake,Tadburn Lake,Tadburn Lake,1151,1
1906,tang-hall-beck,Tang Hall Beck,Tang Hall Beck,8328,1
1906,tang-hall-beck,Tang Hall Beck,Tang Hall Beck,9348,2
1907,tanners-brook,Tanners Brook,Tanners Brook,9240,1
1907,tanners-brook,Tanners Brook,Tanners Brook,1149,2
1908,tetbury-avon,Tetbury Avon,Tetbury Avon,3034,1
1909,thacka-beck,Thacka Beck,Thacka Beck,5212,1
1909,thacka-beck,Thacka Beck,Thacka Beck,5204,2
1909,thacka-beck,Thacka Beck,Thacka Beck,5208,3
1911,the-beck,The Beck,The Beck,7318,1
1912,the-cut,The Cut,The Cut,7167,1
1912,the-cut,The Cut,The Cut,9118,2
1912,the-cut,The Cut,The Cut,7398,3
1913,the-fleet,The Fleet,The Fleet,9381,1
1914,the-gissage,The Gissage,The Gissage,3349,1
2011,the-moss,The Moss,The Moss,9412,1
2041,the-porter-river,The Porter River,The Porter River,9444,1
1915,the-roxbourne,The Roxbourne,The Roxbourne,7272,1
1916,theobalds-brook,Theobalds Brook,Theobalds Brook,7362,1
1917,thorngumbald-drain,Thorngumbald Drain,Thorngumbald Drain,9368,1
1918,thornton-beck,Thornton Beck,Thornton Beck,8231,1
1919,tory-brook,Tory Brook,Tory Brook,3199,1
1920,town-beck,Town Beck,Town Beck,9393,1
1920,town-beck,Town Beck,Town Beck,9242,2
1921,trawden-brook,Trawden Brook,Trawden Brook,5187,1
1922,tresillian-river,Tresillian River,Tresillian River,3170,1
1923,trothy,Trothy,Trothy,4021,1
1925,trout-beck-east-cumbria,Trout Beck,Trout Beck (East Cumbria),9379,1
1926,trout-beck-lake-district,Trout Beck,Trout Beck (Lake District),5220,1
1924,trout-beck-northumberland,Trout Beck,Trout Beck (Northumberland),8141,1
1927,tryweryn,Tryweryn,Tryweryn,4153,1
1928,turkey-brook,Turkey Brook,Turkey Brook,7367,1
1929,twin,Twin,Twin,6263,1
1930,ulley-brook,Ulley Brook,Ulley Brook,9337,1
1931,ullswater,Ullswater,Ullswater,5166,1
1932,umborne-brook,Umborne Brook,Umborne Brook,3228,1
1933,usway-burn,Usway Burn,Usway Burn,8182,1
1934,valley-brook,Valley Brook,Valley Brook,5097,1
1935,waithe-beck,Waithe Beck,Waithe Beck,6233,1
1936,walkford-brook,Walkford Brook,Walkford Brook,9187,1
1937,waller-hill-beck,Waller Hill Beck,Waller Hill Beck,9314,1
1937,waller-hill-beck,Waller Hill Beck,Waller Hill Beck,8094,2
1938,wallop-brook,Wallop Brook,Wallop Brook,9172,1
1939,walsden-water,Walsden Water,Walsden Water,8211,1
1939,walsden-water,Walsden Water,Walsden Water,8310,2
1940,waren-burn,Waren Burn,Waren Burn,8267,1
1940,waren-burn,Waren Burn,Waren Burn,8268,2
1941,warleggan-river,Warleggan River,Warleggan River,3141,1
1942,wash-dike,Wash Dike,Wash Dike,8304,1
1942,wash-dike,Wash Dike,Wash Dike,8257,2
1943,washford-river,Washford River,Washford River,3089,1
1944,washpit-brook,Washpit Brook,Washpit Brook,6294,1
1945,wealdstone-brook,Wealdstone Brook,Wealdstone Brook,7287,1
1945,wealdstone-brook,Wealdstone Brook,Wealdstone Brook,7288,2
1946,weedon-beck,Weedon Beck,Weedon Beck,6123,1
1947,wellow-brook,Wellow Brook,Wellow Brook,3002,1
1947,wellow-brook,Wellow Brook,Wellow Brook,3048,2
1948,wendlebury-brook,Wendlebury Brook,Wendlebury Brook,7070,1
1949,wendling-beck,Wendling Beck,Wendling Beck,6097,1
1950,wendover-springs,Wendover Springs,Wendover Springs,7090,1
1951,wesley-brook,Wesley Brook,Wesley Brook,2169,1
1952,west-bank-pond,West Bank Pond,West Bank Pond,8324,1
2042,west-beck-county-durham,West Beck,West Beck (County Durham),9442,1
1955,west-brook-hampshire,West Brook,West Brook (Hampshire),9224,1
1954,west-brook-kent,West Brook,West Brook (Kent),9275,1
1956,west-clough,West Clough,West Clough,9360,1
1957,west-dart-river,West Dart River,West Dart River,3212,1
1958,west-fen-catchwater-drain,West Fen Catchwater Drain,West Fen Catchwater Drain,6228,1
1959,west-glen-river,West Glen River,West Glen River,6026,1
1959,west-glen-river,West Glen River,West Glen River,6036,2
1959,west-glen-river,West Glen River,West Glen River,6031,3
1959,west-glen-river,West Glen River,West Glen River,6027,4
1960,west-lyn-river,West Lyn River,West Lyn River,3358,1
1961,west-moor-drain,West Moor Drain,West Moor Drain,3381,1
1962,west-okement-river,West Okement River,West Okement River,3105,1
1962,west-okement-river,West Okement River,West Okement River,9341,2
1963,west-sedgemoor-drain,West Sedgemoor Drain,West Sedgemoor Drain,3066,1
2012,western-drain,Western Drain,Western Drain,9414,1
1964,western-yar,Western Yar,Western Yar,9196,1
1966,whaddon-brook-cambridgeshire,Whaddon Brook,Whaddon Brook (Cambridgeshire),6281,1
1965,whaddon-brook-gloucestershire,Whaddon Brook,Whaddon Brook (Gloucestershire),2228,1
1967,wheelan-dyke,Wheelan Dyke,Wheelan Dyke,9036,1
1968,whetstone-brook,Whetstone Brook,Whetstone Brook,2160,1
1969,whiston-brook,Whiston Brook,Whiston Brook,9043,1
1970,white-water-dyke,White Water Dyke,White Water Dyke,1144,1
1971,whitley-beck,Whitley Beck,Whitley Beck,9285,1
1972,whitley-brook,Whitley Brook,Whitley Brook,9035,1
1973,willow-beck,Willow Beck,Willow Beck,8225,2
1973,willow-beck,Willow Beck,Willow Beck,8285,3
1973,willow-beck,Willow Beck,Willow Beck,8224,1
1974,willow-brook,Willow Brook,Willow Brook,6124,1
1974,willow-brook,Willow Brook,Willow Brook,6106,2
1975,wincham-brook,Wincham Brook,Wincham Brook,5089,1
1976,windermere,Windermere,Windermere,5164,1
1977,windle-brook,Windle Brook,Windle Brook,7222,1
1978,winestead-drain,Winestead Drain,Winestead Drain,9369,1
1978,winestead-drain,Winestead Drain,Winestead Drain,9376,2
1979,winford-brook,Winford Brook,Winford Brook,3409,1
1980,winterbourne-stream-berkshire,Winterbourne Stream,Winterbourne Stream (Berkshire),7125,1
1981,winterbourne-stream-sussex,Winterbourne Stream,Winterbourne Stream (Sussex),9253,1
1982,witcombe-bottom-main-drain,Witcombe Bottom Main Drain,Witcombe Bottom Main Drain,3398,1
1983,withy-brook,Withy Brook,Withy Brook,3190,1
2013,withycombe-brook,Withycombe Brook,Withycombe Brook,9422,1
1984,wiza-beck,Wiza Beck,Wiza Beck,5216,1
1984,wiza-beck,Wiza Beck,Wiza Beck,5221,2
1985,wood-brook,Wood Brook,Wood Brook,2168,1
2021,wool-brook,Wool Brook,Wool Brook,9432,1
1986,woodbridge-brook,Woodbridge Brook,Woodbridge Brook,3017,1
1987,wooler-water,Wooler Water,Wooler Water,8051,1
1987,wooler-water,Wooler Water,Wooler Water,8221,2
1988,wootton-brook,Wootton Brook,Wootton Brook,6103,1
1989,worsley-brook,Worsley Brook,Worsley Brook,5193,1
1990,wortley-beck,Wortley Beck,Wortley Beck,9117,1
1991,wotton-brook-gloucestershire,Wotton Brook,Wotton Brook (Gloucestershire),2226,1
1991,wotton-brook-gloucestershire,Wotton Brook,Wotton Brook (Gloucestershire),2227,2
2022,wotton-brook-devon,Wotton Brook,Wotton Brook (Devon),9435,1
1992,wraysbury-river,Wraysbury River,Wraysbury River,7210,1
1992,wraysbury-river,Wraysbury River,Wraysbury River,7209,2
1993,wych-brook,Wych Brook,Wych Brook,4192,1
2014,wydon-burn,Wydon Burn,Wydon Burn,9411,1
1994,wyke-beck,Wyke Beck,Wyke Beck,8251,1
1994,wyke-beck,Wyke Beck,Wyke Beck,9392,2
1994,wyke-beck,Wyke Beck,Wyke Beck,8316,3
1995,wymans-brook,Wymans Brook,Wymans Brook,2201,1
1995,wymans-brook,Wymans Brook,Wymans Brook,2200,2
1996,yazor-brook,Yazor Brook,Yazor Brook,4033,1
1997,yeading-brook,Yeading Brook,Yeading Brook,7270,1
1997,yeading-brook,Yeading Brook,Yeading Brook,7271,2
1997,yeading-brook,Yeading Brook,Yeading Brook,7274,3
1997,yeading-brook,Yeading Brook,Yeading Brook,7275,4
1998,yeading-brook-eastern-arm,Yeading Brook,Yeading Brook (Eastern Arm),7273,1
2043,yeolands-stream,Yeolands Stream,Yeolands Stream,9450,1
